time,hr,quality,roi_name,skin_ratio,motion,fps,hr_method,hr_peak,hr_fft
17:41:56,81.3,53.0,peak,0.963,1.7,29.9,peak,121.5,51.7
17:41:56,81.5,47.0,peak,0.96,0.0,29.9,peak,120.8,51.6
17:41:56,81.6,45.0,peak,0.947,1.7,30.0,peak,94.7,51.7
17:41:57,81.8,49.0,peak,0.96,1.6,30.0,peak,92.2,48.2
17:41:57,82.0,61.0,peak,0.964,1.6,30.0,peak,74.7,48.5
17:41:57,82.1,44.0,peak,0.968,1.6,30.0,peak,92.2,49.0
17:41:57,82.3,42.0,peak,0.966,1.6,29.2,peak,106.1,49.6
17:41:58,82.4,44.0,peak,0.963,0.0,29.2,peak,92.2,51.1
17:41:58,82.6,45.0,peak,0.967,1.6,29.2,peak,89.8,52.1
17:41:58,82.8,55.0,peak,0.953,1.6,30.8,peak,77.2,53.2
17:41:59,82.9,73.0,peak,0.96,3.2,30.8,peak,68.8,54.4
17:41:59,83.1,54.0,peak,0.954,1.6,30.8,peak,77.2,55.3
17:41:59,83.2,42.0,peak,0.95,1.9,30.8,peak,97.6,56.1
17:41:59,83.4,43.0,peak,0.953,0.0,29.7,peak,99.7,56.6
17:42:00,83.6,57.0,peak,0.982,8.7,29.7,peak,113.6,60.5
17:42:00,83.7,46.0,peak,0.973,1.9,29.7,peak,99.7,60.7
17:42:00,83.9,62.0,peak,0.977,2.5,29.7,peak,111.9,61.2
17:42:00,84.0,53.0,peak,0.978,6.3,29.9,peak,89.8,60.9
17:42:01,84.2,53.0,peak,0.987,4.9,29.9,peak,99.7,60.8
17:42:01,84.4,52.0,peak,0.988,0.0,29.9,peak,99.7,59.8
17:42:01,84.5,56.0,peak,0.99,3.2,29.9,peak,111.9,98.3
17:42:01,84.7,48.0,p60f40,0.995,1.7,29.9,p60f40,99.7,98.5
17:42:02,84.9,50.0,peak,0.999,0.0,29.9,peak,81.6,98.9
17:42:02,85.0,56.0,p60f40,0.996,1.6,29.9,p60f40,105.3,99.4
17:42:02,85.2,50.0,peak,0.999,3.3,29.9,peak,81.6,99.8
17:42:03,85.3,58.0,p60f40,0.992,0.0,29.7,p60f40,96.8,99.6
17:42:03,85.5,52.0,peak,1.0,0.0,29.7,peak,84.7,100.2
17:42:03,85.7,55.0,peak,0.978,6.1,29.7,peak,111.9,100.6
17:42:03,85.7,52.0,peak,0.99,0.0,30.1,peak,85.7,101.2
17:42:04,85.8,63.0,peak,0.997,4.7,30.1,peak,111.9,101.7
17:42:04,86.0,65.0,peak,1.0,5.3,30.1,peak,112.7,52.9
17:42:04,86.1,70.0,peak,1.0,0.0,30.1,peak,114.2,49.4
17:42:04,86.3,72.0,peak,1.0,1.7,30.4,peak,114.8,52.5
17:42:05,86.5,74.0,peak,1.0,1.3,30.4,peak,111.9,52.9
17:42:05,86.6,66.0,peak,1.0,0.0,30.4,peak,113.6,52.7
17:42:05,86.8,72.0,peak,1.0,1.3,30.4,peak,112.7,52.7
17:42:05,86.9,73.0,peak,1.0,1.3,29.8,peak,111.9,52.5
17:42:06,87.1,81.0,peak,1.0,2.0,29.8,peak,112.7,52.5
17:42:06,87.2,80.0,peak,1.0,1.4,29.8,peak,108.3,52.7
17:42:06,87.4,64.0,peak,1.0,1.1,29.8,peak,113.6,52.3
17:42:07,87.6,69.0,peak,1.0,1.2,29.9,peak,107.0,52.1
17:42:07,87.7,68.0,p60f40,1.0,1.1,29.9,p60f40,107.0,103.2
17:42:07,87.9,57.0,peak,1.0,1.2,29.9,peak,96.0,104.2
17:42:07,88.1,50.0,p60f40,1.0,0.0,29.9,p60f40,96.0,103.6
17:42:08,88.2,54.0,peak,1.0,1.1,29.3,peak,92.8,104.3
17:42:08,88.4,72.0,p60f40,1.0,2.0,29.3,p60f40,96.0,103.9
17:42:08,88.5,66.0,peak,1.0,0.0,29.3,peak,95.7,104.8
17:42:08,88.7,61.0,peak,1.0,6.9,30.2,peak,92.8,103.6
17:42:09,88.9,64.0,peak,0.998,5.4,30.2,peak,89.8,103.0
17:42:09,89.0,66.0,peak,0.999,0.0,30.2,peak,93.5,102.3
17:42:09,89.2,65.0,peak,0.999,7.9,30.2,peak,96.0,70.5
17:42:09,89.3,60.0,peak,0.998,5.4,30.1,peak,96.0,71.2
17:42:10,89.5,62.0,peak,0.997,0.0,30.1,peak,98.5,71.1
17:42:10,89.7,60.0,peak,0.997,2.1,30.1,peak,96.0,71.2
17:42:10,89.8,58.0,peak,0.996,4.2,30.1,peak,96.0,71.4
17:42:11,90.0,52.0,peak,0.984,0.0,30.3,peak,87.2,71.7
17:42:11,90.1,53.0,peak,0.985,1.9,30.3,peak,84.0,72.3
17:42:11,90.3,55.0,peak,0.985,1.6,30.3,peak,81.1,73.1
17:42:11,90.1,52.0,peak,0.986,0.0,30.3,peak,84.0,74.1
17:42:12,90.0,64.0,p60f40,0.986,2.4,29.8,p60f40,80.9,74.9
17:42:12,89.8,59.0,p60f40,0.983,2.9,29.8,p60f40,77.9,76.4
17:42:12,89.6,69.0,p60f40,0.973,0.0,29.8,p60f40,70.4,76.3
17:42:12,89.5,59.0,peak,0.92,4.9,29.8,peak,81.1,51.6
17:42:13,89.3,55.0,peak,0.968,3.7,30.0,peak,78.1,52.1
17:42:13,89.2,52.0,peak,0.996,0.0,30.0,peak,81.1,52.2
17:42:13,89.0,76.0,peak,0.525,16.4,30.0,peak,68.8,51.8
17:42:13,88.9,54.0,peak,0.701,8.4,30.0,peak,78.1,51.8
17:42:14,88.7,61.0,peak,0.701,0.0,29.8,peak,72.6,51.5
17:42:14,88.5,75.0,peak,0.697,4.0,29.8,peak,68.4,51.8
17:42:14,88.4,76.0,peak,0.725,2.5,29.8,peak,68.4,52.0
17:42:15,88.2,48.0,peak,0.76,0.0,29.8,peak,79.2,52.7
17:42:15,88.0,78.0,peak,0.776,2.2,29.8,peak,69.7,52.9
17:42:15,87.9,76.0,p60f40,0.757,1.7,29.8,p60f40,68.4,73.0
17:42:15,87.7,79.0,p60f40,0.82,0.0,29.8,p60f40,66.8,72.7
17:42:16,87.6,72.0,p60f40,0.746,2.2,30.0,p60f40,68.4,72.3
17:42:16,87.4,58.0,peak,0.778,1.8,30.0,peak,68.3,53.9
17:42:16,87.2,47.0,peak,0.74,0.0,30.0,peak,80.7,54.3
17:42:16,87.1,44.0,peak,0.688,3.7,30.0,peak,79.2,55.1
17:42:17,86.9,51.0,peak,0.718,3.3,30.1,peak,79.9,57.5
17:42:17,86.8,52.0,peak,0.785,0.0,30.1,peak,77.4,58.4
17:42:17,86.6,60.0,peak,0.825,2.6,30.1,peak,66.8,58.5
17:42:18,86.4,67.0,p60f40,0.799,2.6,30.1,p60f40,65.5,58.0
17:42:18,86.3,58.0,peak,0.845,0.0,29.9,peak,69.7,58.0
17:42:18,86.1,59.0,peak,0.831,3.4,29.9,peak,66.4,57.4
17:42:18,86.0,48.0,peak,0.83,2.5,29.9,peak,79.5,57.2
17:42:19,85.8,48.0,peak,0.834,0.0,29.9,peak,78.4,56.7
17:42:19,85.6,57.0,peak,0.826,1.8,29.9,peak,66.4,56.6
17:42:19,85.5,60.0,peak,0.854,1.9,29.9,peak,66.6,55.8
17:42:19,85.3,51.0,peak,0.861,0.0,29.9,peak,77.3,55.4
17:42:20,85.2,47.0,peak,0.896,2.4,29.7,peak,109.6,55.1
17:42:20,85.0,59.0,peak,0.895,1.9,29.7,peak,66.4,54.8
17:42:20,84.8,68.0,peak,0.884,0.0,29.7,peak,65.1,55.1
17:42:20,84.7,69.0,peak,0.89,3.3,29.7,peak,65.1,55.2
17:42:21,84.5,69.0,p60f40,0.826,4.4,30.2,p60f40,63.4,56.4
17:42:21,84.4,81.0,p60f40,0.8,0.0,30.2,p60f40,61.1,56.5
17:42:21,84.2,68.0,p60f40,0.796,2.3,30.2,p60f40,63.4,57.6
17:42:22,84.0,66.0,p60f40,0.866,1.6,30.2,p60f40,62.9,58.6
17:42:22,83.9,54.0,p60f40,0.838,0.0,27.4,p60f40,63.9,59.2
17:42:22,83.7,55.0,p60f40,0.806,1.9,27.4,p60f40,62.9,59.4
17:42:22,83.6,62.0,p60f40,0.837,2.0,27.4,p60f40,61.1,59.6
17:42:23,83.4,46.0,peak,0.842,0.0,27.4,peak,69.4,59.2
17:42:23,83.2,58.0,p60f40,0.889,1.7,32.0,p60f40,62.0,58.5
17:42:23,83.1,66.0,p60f40,0.903,1.7,32.0,p60f40,61.1,57.9
17:42:23,82.9,69.0,p60f40,0.879,0.0,32.0,p60f40,62.0,56.8
17:42:24,82.8,70.0,p60f40,0.883,1.8,32.0,p60f40,62.0,56.7
17:42:24,82.6,70.0,p60f40,0.868,1.9,30.2,p60f40,62.0,56.5
17:42:24,82.4,60.0,p60f40,0.849,1.9,30.2,p60f40,61.1,56.4
17:42:24,82.3,53.0,p60f40,0.845,2.2,30.2,p60f40,62.0,56.5
17:42:25,82.1,54.0,p60f40,0.842,3.3,28.8,p60f40,62.0,56.6
17:42:25,81.9,54.0,p60f40,0.839,0.0,28.8,p60f40,62.0,57.3
17:42:25,81.8,69.0,p60f40,0.846,2.6,28.8,p60f40,62.2,57.9
17:42:26,81.6,73.0,p60f40,0.833,6.0,28.8,p60f40,62.2,58.3
17:42:26,81.5,66.0,p60f40,0.782,0.0,31.0,p60f40,61.3,58.4
17:42:26,81.3,66.0,p60f40,0.754,6.3,31.0,p60f40,60.8,58.3
17:42:26,81.1,65.0,p60f40,0.626,5.0,31.0,p60f40,61.1,58.3
17:42:27,81.0,66.0,p60f40,0.569,0.0,31.0,p60f40,61.3,58.2
17:42:27,80.8,64.0,p60f40,0.552,2.6,29.9,p60f40,61.3,58.2
17:42:27,80.7,63.0,p60f40,0.529,4.4,29.9,p60f40,61.5,58.2
17:42:27,80.5,63.0,p60f40,0.55,0.0,29.9,p60f40,61.5,58.0
17:42:28,80.4,63.0,p60f40,0.581,2.1,29.9,p60f40,61.5,58.0
17:42:28,80.2,53.0,p60f40,0.613,2.0,30.0,p60f40,63.1,57.9
17:42:28,80.0,62.0,p60f40,0.615,0.0,30.0,p60f40,63.5,57.7
17:42:28,79.9,62.0,p60f40,0.63,2.7,30.0,p60f40,63.5,58.0
17:42:29,79.7,64.0,p60f40,0.65,1.8,30.0,p60f40,63.5,58.0
17:42:29,79.5,63.0,peak,0.596,0.0,29.9,peak,74.6,58.5
17:42:29,79.4,66.0,peak,0.584,1.8,29.9,peak,73.0,59.2
17:42:30,79.2,66.0,peak,0.664,2.2,29.9,peak,71.1,60.3
17:42:30,79.1,66.0,p60f40,0.667,0.0,29.9,p60f40,71.1,63.4
17:42:30,78.9,63.0,peak,0.62,2.2,29.7,peak,73.0,64.2
17:42:30,78.7,71.0,peak,0.657,2.1,29.7,peak,74.3,64.8
17:42:31,78.6,63.0,p60f40,0.655,0.0,29.7,p60f40,72.1,65.6
17:42:31,78.4,63.0,p60f40,0.653,2.0,30.4,p60f40,74.3,66.5
17:42:31,78.3,65.0,p60f40,0.607,1.9,30.4,p60f40,74.3,67.0
17:42:31,78.1,59.0,peak,0.646,0.0,30.4,peak,77.9,67.0
17:42:32,77.9,66.0,p60f40,0.621,2.0,30.4,p60f40,74.3,66.6
17:42:32,77.8,69.0,peak,0.643,2.4,30.0,peak,74.3,66.1
17:42:32,77.6,71.0,peak,0.622,0.0,30.0,peak,74.3,65.1
17:42:32,77.5,56.0,peak,0.61,2.1,30.0,peak,77.9,64.5
17:42:33,77.3,73.0,peak,0.631,2.0,30.0,peak,74.3,63.9
17:42:33,77.1,64.0,peak,0.649,0.0,29.9,peak,75.8,63.4
17:42:33,77.0,62.0,peak,0.651,2.4,29.9,peak,77.4,62.6
17:42:34,76.9,64.0,peak,0.656,2.4,29.9,peak,75.8,61.9
17:42:34,76.8,63.0,peak,0.64,0.0,29.9,peak,75.8,61.2
17:42:34,76.8,63.0,peak,0.626,2.0,29.6,peak,77.4,60.9
17:42:34,76.7,60.0,peak,0.665,1.9,29.6,peak,77.4,60.7
17:42:35,76.8,65.0,peak,0.658,4.1,29.6,peak,77.7,60.1
17:42:35,76.8,63.0,peak,0.604,3.0,29.6,peak,77.4,59.9
17:42:35,76.8,60.0,peak,0.656,2.0,30.0,peak,75.8,58.7
17:42:35,76.9,65.0,peak,0.595,0.0,30.0,peak,77.4,57.8
17:42:36,76.9,65.0,peak,0.524,2.8,30.0,peak,77.4,56.7
17:42:36,76.9,65.0,p60f40,0.539,2.0,30.0,p60f40,77.4,70.4
17:42:36,77.0,62.0,peak,0.569,0.0,29.7,peak,80.0,71.2
17:42:36,77.0,54.0,p60f40,0.612,1.9,29.7,p60f40,77.7,71.1
17:42:37,76.9,59.0,p60f40,0.609,1.8,29.7,p60f40,77.4,71.0
17:42:37,76.9,62.0,peak,0.559,0.0,30.3,peak,82.1,70.8
17:42:37,77.0,57.0,peak,0.56,1.7,30.3,peak,82.1,70.4
17:42:38,77.1,52.0,peak,0.584,1.8,30.3,peak,86.2,69.9
17:42:38,77.3,64.0,p60f40,0.563,0.0,30.3,p60f40,67.9,69.5
17:42:38,77.4,56.0,peak,0.577,1.9,29.8,peak,79.7,68.8
17:42:38,77.6,53.0,peak,0.571,1.9,29.8,peak,79.7,68.0
17:42:39,77.7,65.0,p60f40,0.565,0.0,29.8,p60f40,69.2,66.3
17:42:39,77.8,57.0,peak,0.609,1.8,29.8,peak,88.3,65.8
17:42:39,77.9,51.0,peak,0.624,2.1,30.1,peak,77.4,66.0
17:42:39,78.0,56.0,peak,0.6,0.0,30.1,peak,88.4,66.1
17:42:40,78.1,55.0,peak,0.633,2.2,30.1,peak,92.6,66.6
17:42:40,78.3,56.0,peak,0.642,1.9,30.1,peak,100.3,67.3
17:42:40,78.4,53.0,peak,0.615,0.0,30.0,peak,95.6,68.2
17:42:40,78.6,53.0,peak,0.612,2.9,30.0,peak,88.3,68.4
17:42:41,78.8,52.0,peak,0.596,2.2,30.0,peak,82.1,68.6
17:42:41,78.9,58.0,peak,0.58,0.0,30.0,peak,95.6,68.5
17:42:41,79.1,53.0,peak,0.575,3.3,29.7,peak,78.1,57.0
17:42:42,79.3,57.0,peak,0.587,4.8,29.7,peak,97.8,57.3
17:42:42,79.4,59.0,peak,0.668,0.0,29.7,peak,88.3,57.5
17:42:42,79.6,59.0,peak,0.683,2.9,29.7,peak,97.8,57.5
17:42:42,79.7,68.0,peak,0.664,2.1,29.9,peak,97.8,57.4
17:42:43,79.9,63.0,p60f40,0.753,0.0,29.9,p60f40,100.1,94.5
17:42:43,80.1,69.0,p60f40,0.81,2.4,29.9,p60f40,99.0,93.8
17:42:43,80.2,63.0,peak,0.805,3.6,30.0,peak,100.5,62.8
17:42:43,80.4,67.0,peak,0.806,0.0,30.0,peak,100.3,64.0
17:42:44,80.5,64.0,peak,0.758,3.0,30.0,peak,100.1,64.8
17:42:44,80.7,69.0,peak,0.694,2.2,30.0,peak,99.8,65.5
17:42:44,80.9,65.0,peak,0.689,0.0,29.9,peak,100.1,65.8
17:42:45,81.0,67.0,peak,0.645,2.1,29.9,peak,100.3,65.6
17:42:45,81.2,63.0,peak,0.655,2.2,29.9,peak,100.5,65.5
17:42:45,81.3,65.0,peak,0.67,0.0,29.9,peak,100.4,65.3
17:42:45,81.5,62.0,peak,0.707,1.8,30.0,peak,94.9,65.1
17:42:46,81.7,62.0,peak,0.633,1.7,30.0,peak,106.1,64.3
17:42:46,81.8,67.0,peak,0.686,0.0,30.0,peak,110.8,63.7
17:42:46,82.0,67.0,peak,0.617,1.9,30.0,peak,99.6,63.2
17:42:46,82.1,68.0,peak,0.639,1.8,29.6,peak,108.1,62.6
17:42:47,82.3,67.0,peak,0.638,0.0,29.6,peak,99.6,62.2
17:42:47,82.5,52.0,peak,0.647,2.1,29.6,peak,81.0,62.0
17:42:47,82.6,50.0,peak,0.679,3.4,29.6,peak,78.3,61.9
17:42:47,82.8,48.0,peak,0.648,0.0,29.9,peak,91.9,61.8
17:42:48,83.0,65.0,peak,0.656,3.6,29.9,peak,99.5,61.7
17:42:48,83.1,57.0,peak,0.666,4.5,29.9,peak,105.8,62.2
17:42:48,83.3,59.0,peak,0.697,0.0,30.1,peak,105.8,62.4
17:42:49,83.4,60.0,peak,0.67,2.9,30.1,peak,99.6,63.1
17:42:49,83.6,67.0,peak,0.704,4.1,30.1,peak,102.7,64.1
17:42:49,83.7,65.0,peak,0.714,0.0,30.1,peak,99.6,109.1
17:42:49,83.9,67.0,peak,0.7,2.8,30.1,peak,99.5,69.2
17:42:50,84.1,66.0,peak,0.769,1.8,30.1,peak,99.6,70.7
17:42:50,84.2,63.0,peak,0.761,0.0,30.1,peak,102.6,71.1
17:42:50,84.4,73.0,peak,0.725,2.3,30.1,peak,119.2,71.5
17:42:50,84.5,64.0,peak,0.684,3.0,30.0,peak,116.3,71.9
17:42:51,84.7,69.0,peak,0.703,5.6,30.0,peak,119.2,72.6
17:42:51,84.9,56.0,peak,0.706,5.6,30.0,peak,106.8,74.7
17:42:51,85.0,55.0,peak,0.727,2.2,30.0,peak,115.2,55.8
17:42:51,85.2,58.0,peak,0.671,0.0,29.6,peak,104.3,55.8
17:42:52,85.4,58.0,peak,0.653,3.0,29.6,peak,99.5,56.2
17:42:52,85.5,62.0,peak,0.682,2.9,29.6,peak,93.8,55.8
17:42:52,85.7,60.0,peak,0.686,0.0,29.6,peak,102.6,55.9
17:42:53,85.8,60.0,peak,0.693,2.0,30.2,peak,99.5,55.9
17:42:53,86.0,62.0,peak,0.691,1.9,30.2,peak,99.1,55.9
17:42:53,86.1,62.0,peak,0.673,0.0,30.2,peak,99.1,55.9
17:42:53,86.3,60.0,peak,0.645,2.2,30.2,peak,98.6,56.0
17:42:54,86.5,60.0,peak,0.677,2.5,29.3,peak,98.6,56.2
17:42:54,86.6,60.0,peak,0.679,3.4,29.3,peak,98.6,55.9
17:42:54,86.8,65.0,peak,0.721,2.1,29.3,peak,93.4,55.9
17:42:54,87.0,71.0,peak,0.693,2.3,30.2,peak,93.4,55.8
17:42:55,87.1,61.0,peak,0.711,0.0,30.2,peak,110.4,55.8
17:42:55,87.3,61.0,peak,0.648,2.6,30.2,peak,104.2,55.8
17:42:55,87.4,62.0,peak,0.657,1.8,30.2,peak,106.0,56.2
17:42:55,87.6,61.0,peak,0.681,0.0,30.1,peak,106.0,55.9
17:42:56,87.8,58.0,peak,0.692,2.3,30.1,peak,110.4,55.8
17:42:56,87.9,66.0,peak,0.692,2.7,30.1,peak,83.6,55.7
17:42:56,88.1,67.0,peak,0.71,0.0,30.1,peak,84.6,55.8
17:42:57,88.2,55.0,peak,0.701,1.8,29.9,peak,83.6,55.9
17:42:57,88.1,56.0,peak,0.683,1.8,29.9,peak,64.7,55.9
17:42:57,87.9,46.0,peak,0.664,0.0,29.9,peak,121.3,55.9
17:42:57,87.7,55.0,peak,0.661,1.9,29.9,peak,85.5,56.2
17:42:58,87.6,50.0,peak,0.676,1.9,30.0,peak,98.6,55.9
17:42:58,87.5,53.0,peak,0.657,0.0,30.0,peak,98.6,55.9
17:42:58,87.3,60.0,peak,0.667,3.7,30.0,peak,85.5,56.2
17:42:58,87.2,58.0,peak,0.706,1.8,30.0,peak,69.8,56.2
17:42:59,87.1,56.0,peak,0.71,0.0,29.6,peak,69.8,56.1
17:42:59,87.0,50.0,peak,0.748,3.9,29.6,peak,104.2,56.1
17:42:59,87.2,62.0,peak,0.742,2.1,29.6,peak,110.4,56.1
17:42:59,87.3,49.0,peak,0.742,0.0,30.0,peak,98.6,55.9
17:43:00,87.5,52.0,peak,0.704,1.7,30.0,peak,103.4,54.9
17:43:00,87.7,50.0,peak,0.7,2.8,30.0,peak,98.6,53.0
17:43:00,87.8,59.0,peak,0.663,0.0,30.0,peak,68.0,53.7
17:43:01,88.0,61.0,peak,0.726,1.8,30.3,peak,68.4,56.5
17:43:01,88.2,60.0,peak,0.715,3.5,30.3,peak,66.2,57.0
17:43:01,88.0,65.0,peak,0.648,0.0,30.3,peak,69.8,57.0
17:43:01,87.8,63.0,peak,0.71,4.3,30.3,peak,69.8,58.1
17:43:02,87.7,63.0,peak,0.623,2.4,29.8,peak,69.8,57.0
17:43:02,87.5,65.0,p60f40,0.71,0.0,29.8,p60f40,69.8,70.3
17:43:02,87.3,63.0,p60f40,0.672,2.5,29.8,p60f40,71.6,70.9
17:43:02,87.2,63.0,p60f40,0.705,2.1,29.8,p60f40,69.8,71.2
17:43:03,87.0,63.0,p60f40,0.65,3.9,29.5,p60f40,71.6,71.9
17:43:03,86.9,65.0,p60f40,0.675,2.0,29.5,p60f40,73.1,72.4
17:43:03,86.7,57.0,peak,0.665,1.9,29.5,peak,85.6,72.7
17:43:03,86.5,57.0,peak,0.655,0.0,29.5,peak,80.2,71.7
17:43:04,86.4,57.0,peak,0.7,2.7,30.0,peak,90.0,71.0
17:43:04,86.2,58.0,peak,0.679,2.5,30.0,peak,90.0,71.3
17:43:04,86.2,50.0,peak,0.704,0.0,30.0,peak,91.9,71.5
17:43:05,86.3,57.0,peak,0.718,1.9,29.7,peak,101.9,71.5
17:43:05,86.5,61.0,peak,0.68,1.8,29.7,peak,88.8,71.6
17:43:05,86.7,63.0,peak,0.668,0.0,29.7,peak,85.9,70.3
17:43:05,86.8,62.0,peak,0.636,5.0,29.7,peak,83.9,70.1
17:43:06,86.9,53.0,p60f40,0.659,1.7,30.4,p60f40,73.6,70.1
17:43:06,86.9,59.0,peak,0.656,0.0,30.4,peak,83.9,70.4
17:43:06,86.7,57.0,peak,0.667,2.3,30.4,peak,81.7,69.7
17:43:06,86.6,57.0,peak,0.696,2.2,30.4,peak,73.6,89.6
17:43:07,86.4,58.0,peak,0.651,0.0,29.7,peak,73.5,56.9
17:43:07,86.2,59.0,peak,0.714,3.6,29.7,peak,73.5,56.9
17:43:07,86.1,55.0,peak,0.685,2.1,29.7,peak,73.6,57.2
17:43:08,85.9,57.0,peak,0.705,0.0,29.7,peak,73.5,57.2
17:43:08,85.8,57.0,peak,0.715,1.8,30.0,peak,73.5,57.1
17:43:08,85.6,53.0,peak,0.727,1.8,30.0,peak,100.6,56.6
17:43:08,85.4,59.0,peak,0.729,0.0,30.0,peak,73.5,56.9
17:43:09,85.3,59.0,peak,0.706,1.8,30.0,peak,73.5,56.6
17:43:09,85.1,59.0,peak,0.709,2.0,29.8,peak,75.2,56.5
17:43:09,85.0,54.0,peak,0.646,0.0,29.8,peak,89.6,56.5
17:43:09,84.8,55.0,peak,0.708,2.1,29.8,peak,92.0,55.0
17:43:10,85.0,65.0,peak,0.789,2.4,30.1,peak,119.2,56.4
17:43:10,85.1,49.0,peak,0.746,0.0,30.1,peak,108.9,57.5
17:43:10,85.3,41.0,peak,0.75,2.8,30.1,peak,108.9,59.4
17:43:10,85.4,55.0,peak,0.752,2.1,30.1,peak,82.2,61.0
17:43:11,85.6,48.0,peak,0.76,0.0,30.0,peak,108.9,62.3
17:43:11,85.8,47.0,peak,0.699,1.9,30.0,peak,100.3,63.2
17:43:11,85.9,46.0,peak,0.725,2.5,30.0,peak,108.9,64.3
17:43:12,86.1,47.0,peak,0.752,0.0,30.0,peak,103.1,64.7
17:43:12,86.2,47.0,peak,0.78,2.1,29.7,peak,98.6,65.2
17:43:12,86.4,63.0,peak,0.781,2.2,29.7,peak,77.8,65.7
17:43:12,86.6,46.0,peak,0.718,0.0,29.7,peak,98.6,66.4
17:43:13,86.7,46.0,peak,0.745,3.1,29.7,peak,98.6,66.2
17:43:13,86.9,49.0,peak,0.751,1.8,29.7,peak,100.3,65.5
17:43:13,87.0,55.0,peak,0.755,0.0,29.7,peak,100.3,64.8
17:43:13,87.2,55.0,peak,0.752,2.2,29.7,peak,100.3,63.8
17:43:14,87.4,54.0,peak,0.782,2.2,29.7,peak,100.3,63.0
17:43:14,87.5,53.0,peak,0.745,0.0,29.9,peak,100.3,61.8
17:43:14,87.7,53.0,peak,0.782,4.4,29.9,peak,100.3,61.0
17:43:14,87.9,55.0,peak,0.736,6.1,29.9,peak,100.3,60.6
17:43:15,88.0,61.0,peak,0.779,0.0,30.4,peak,77.9,60.5
17:43:15,88.2,45.0,peak,0.676,7.4,30.4,peak,97.0,60.6
17:43:15,88.3,45.0,peak,0.774,2.9,30.4,peak,97.0,61.1
17:43:16,88.5,53.0,peak,0.657,0.0,30.4,peak,95.4,61.6
17:43:16,88.7,56.0,peak,0.737,5.6,29.6,peak,97.0,62.6
17:43:16,88.8,56.0,peak,0.759,6.5,29.6,peak,77.9,63.9
17:43:16,89.0,59.0,peak,0.764,0.0,29.6,peak,77.9,65.1
17:43:17,89.1,56.0,peak,0.711,5.2,29.6,peak,97.8,66.4
17:43:17,89.3,56.0,p60f40,0.66,2.8,30.3,p60f40,74.4,66.9
17:43:17,89.1,60.0,peak,0.643,0.0,30.3,peak,77.9,67.0
17:43:17,89.0,55.0,peak,0.683,3.4,30.3,peak,97.8,67.1
17:43:18,88.8,63.0,peak,0.728,1.8,30.3,peak,87.6,67.1
17:43:18,88.7,55.0,peak,0.729,0.0,30.0,peak,77.5,67.3
17:43:18,88.6,62.0,peak,0.733,3.7,30.0,peak,100.3,66.9
17:43:18,88.4,61.0,peak,0.756,1.9,30.0,peak,81.1,67.1
17:43:19,88.3,63.0,peak,0.776,0.0,30.0,peak,81.1,67.5
17:43:19,88.2,63.0,peak,0.744,2.2,29.7,peak,88.6,68.0
17:43:19,88.1,58.0,peak,0.71,2.1,29.7,peak,81.8,68.6
17:43:20,87.9,60.0,peak,0.981,2.9,29.7,peak,79.8,69.2
17:43:20,87.8,69.0,peak,0.991,1.7,29.7,peak,90.0,69.4
17:43:20,87.6,70.0,peak,0.993,1.6,29.7,peak,86.2,69.2
17:43:20,87.5,70.0,peak,0.991,0.0,29.7,peak,85.7,67.9
17:43:21,87.4,65.0,peak,0.987,1.5,29.7,peak,85.7,67.4
17:43:21,87.3,66.0,peak,0.992,1.5,30.2,peak,85.7,66.7
17:43:21,87.2,66.0,peak,0.985,0.0,30.2,peak,87.6,57.4
17:43:21,87.1,64.0,peak,0.933,2.1,30.2,peak,86.2,57.6
17:43:22,87.1,66.0,peak,0.925,1.6,30.2,peak,86.2,57.4
17:43:22,87.0,53.0,peak,0.516,0.0,30.0,peak,72.7,57.6
17:43:22,86.9,58.0,peak,0.559,4.0,30.0,peak,83.1,57.8
17:43:23,86.9,61.0,peak,0.632,4.0,30.0,peak,91.0,57.8
17:43:23,86.8,63.0,peak,0.634,0.0,30.0,peak,88.6,57.8
17:43:23,86.8,54.0,peak,0.63,3.2,29.9,peak,85.2,57.8
17:43:23,86.7,59.0,peak,0.604,2.5,29.9,peak,81.1,57.9
17:43:24,86.6,57.0,peak,0.66,0.0,29.9,peak,101.3,57.9
17:43:24,86.5,59.0,peak,0.666,2.5,29.9,peak,83.1,57.9
17:43:24,86.6,74.0,peak,0.684,2.4,29.0,peak,88.5,57.9
17:43:24,86.5,51.0,peak,0.637,0.0,29.0,peak,77.2,57.8
17:43:25,86.4,52.0,p60f40,0.646,2.3,29.0,p60f40,81.0,75.5
17:43:25,86.2,72.0,peak,0.682,2.0,29.0,peak,90.0,75.4
17:43:25,86.2,72.0,peak,0.675,0.0,30.7,peak,85.9,74.9
17:43:25,86.2,71.0,peak,0.683,2.0,30.7,peak,89.0,74.9
17:43:26,86.2,72.0,peak,0.679,2.2,30.7,peak,86.2,74.3
17:43:26,86.2,72.0,peak,0.683,0.0,30.4,peak,91.2,74.0
17:43:26,86.3,73.0,peak,0.681,2.1,30.4,peak,87.7,73.3
17:43:26,86.4,70.0,peak,0.634,2.0,30.4,peak,86.5,72.3
17:43:27,86.4,72.0,peak,0.654,0.0,30.4,peak,86.5,70.9
17:43:27,86.5,63.0,peak,0.71,2.6,29.2,peak,92.0,70.3
